chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
196,4972,0.004501,169,300,1,1,0.007795,1000,1000,simples_n1000_p01%_v1.col,0.006657
202,4997,0.004597,172,292,2,1,0.007659,1000,1000,simples_n1000_p01%_v2.col,0.007155
199,5119,0.004413,161,272,3,1,0.007658,1000,1000,simples_n1000_p01%_v3.col,0.006234
215,4875,0.004439,186,307,4,1,0.007836,1000,1000,simples_n1000_p01%_v4.col,0.006612
207,4914,0.004502,185,275,5,1,0.007814,1000,1000,simples_n1000_p01%_v5.col,0.006054
360,15032,0.010832,333,387,1,3,0.017062,1000,1000,simples_n1000_p03%_v1.col,0.010353
357,14860,0.01089,327,387,2,3,0.084288,1000,1000,simples_n1000_p03%_v2.col,0.010397
357,14977,0.010218,330,382,3,3,0.016804,1000,1000,simples_n1000_p03%_v3.col,0.009536
358,15042,0.011085,331,389,4,3,0.016923,1000,1000,simples_n1000_p03%_v4.col,0.010436
353,14848,0.010821,327,388,5,3,0.016716,1000,1000,simples_n1000_p03%_v5.col,0.010118
540,25093,0.019107,507,587,1,5,0.028155,1000,1000,simples_n1000_p05%_v1.col,0.018171
537,25053,0.018896,505,581,2,5,0.028381,1000,1000,simples_n1000_p05%_v2.col,0.018487
542,25160,0.018473,508,587,3,5,0.028928,1000,1000,simples_n1000_p05%_v3.col,0.018856
532,24797,0.018447,502,581,4,5,0.027579,1000,1000,simples_n1000_p05%_v4.col,0.018199
538,24991,0.018871,501,582,5,5,0.028359,1000,1000,simples_n1000_p05%_v5.col,0.018677
986,50462,0.06125,986,986,1,10,0.08253,1000,1000,simples_n1000_p10%_v1.col,0.068428
980,50213,0.057022,980,980,2,10,0.088558,1000,1000,simples_n1000_p10%_v2.col,0.064893
984,49945,0.059383,984,984,3,10,0.07858,1000,1000,simples_n1000_p10%_v3.col,0.056831
983,50219,0.057267,983,984,4,10,0.079335,1000,1000,simples_n1000_p10%_v4.col,0.057351
988,49888,0.056558,987,987,5,10,0.082531,1000,1000,simples_n1000_p10%_v5.col,0.057181
1000,100166,0.201717,1000,1000,1,20,0.25832,1000,1000,simples_n1000_p20%_v1.col,0.201972
1000,99937,0.200728,1000,1000,2,20,0.264972,1000,1000,simples_n1000_p20%_v2.col,0.20359
1000,99503,0.202811,1000,1000,3,20,0.260071,1000,1000,simples_n1000_p20%_v3.col,0.201547
1000,99768,0.201538,1000,1000,4,20,0.25924,1000,1000,simples_n1000_p20%_v4.col,0.203394
1000,99473,0.198907,1000,1000,5,20,0.255064,1000,1000,simples_n1000_p20%_v5.col,0.206863
1000,149824,0.429447,1000,1000,1,30,0.550562,1000,1000,simples_n1000_p30%_v1.col,0.427675
1000,149947,0.459229,1000,1000,2,30,0.553186,1000,1000,simples_n1000_p30%_v2.col,0.439943
1000,149431,0.432593,1000,1000,3,30,0.542877,1000,1000,simples_n1000_p30%_v3.col,0.425737
1000,149807,0.427126,1000,1000,4,30,0.545489,1000,1000,simples_n1000_p30%_v4.col,0.428494
1000,149667,0.437207,1000,1000,5,30,0.552384,1000,1000,simples_n1000_p30%_v5.col,0.430598
1000,199724,0.767564,1000,1000,1,40,0.963195,1000,1000,simples_n1000_p40%_v1.col,0.748632
1000,199519,0.779384,1000,1000,2,40,1.01563,1000,1000,simples_n1000_p40%_v2.col,0.801185
1000,199351,0.774216,1000,1000,3,40,0.975457,1000,1000,simples_n1000_p40%_v3.col,0.766631
1000,199889,0.824536,1000,1000,4,40,1.380015,1000,1000,simples_n1000_p40%_v4.col,0.770398
1000,199704,0.796003,1000,1000,5,40,0.977434,1000,1000,simples_n1000_p40%_v5.col,0.779318
1000,249890,1.186599,1000,1000,1,50,1.541284,1000,1000,simples_n1000_p50%_v1.col,1.189435
1000,249852,1.262203,1000,1000,2,50,1.557202,1000,1000,simples_n1000_p50%_v2.col,1.216528
1000,249634,1.24679,1000,1000,3,50,1.52918,1000,1000,simples_n1000_p50%_v3.col,1.229468
1000,250057,1.258002,1000,1000,4,50,1.561211,1000,1000,simples_n1000_p50%_v4.col,1.336793
1000,249847,1.229482,1000,1000,5,50,1.555889,1000,1000,simples_n1000_p50%_v5.col,1.243597
1000,299535,1.748741,1000,1000,1,60,2.218226,1000,1000,simples_n1000_p60%_v1.col,1.758529
1000,300172,1.73545,1000,1000,2,60,2.236876,1000,1000,simples_n1000_p60%_v2.col,1.787175
1000,300038,1.746308,1000,1000,3,60,2.187814,1000,1000,simples_n1000_p60%_v3.col,1.731457
1000,299442,1.793292,1000,1000,4,60,2.23357,1000,1000,simples_n1000_p60%_v4.col,1.779459
1000,299127,1.80967,1000,1000,5,60,2.18429,1000,1000,simples_n1000_p60%_v5.col,1.737897
1000,349750,2.533284,1000,1000,1,70,2.903836,1000,1000,simples_n1000_p70%_v1.col,2.461021
1000,349819,2.307654,1000,1000,2,70,2.914511,1000,1000,simples_n1000_p70%_v2.col,2.357877
1000,350170,2.316153,1000,1000,3,70,2.913087,1000,1000,simples_n1000_p70%_v3.col,2.309711
1000,349548,2.314194,1000,1000,4,70,3.020704,1000,1000,simples_n1000_p70%_v4.col,2.341727
1000,349995,2.392173,1000,1000,5,70,3.006025,1000,1000,simples_n1000_p70%_v5.col,2.375415
1000,399441,3.053043,1000,1000,1,80,3.831559,1000,1000,simples_n1000_p80%_v1.col,3.088573
1000,399599,3.073091,1000,1000,2,80,3.852352,1000,1000,simples_n1000_p80%_v2.col,3.380136
1000,400003,3.09436,1000,1000,3,80,3.890907,1000,1000,simples_n1000_p80%_v3.col,3.054032
1000,399849,3.481262,1000,1000,4,80,3.919745,1000,1000,simples_n1000_p80%_v4.col,3.136177
1000,399695,3.133928,1000,1000,5,80,3.823691,1000,1000,simples_n1000_p80%_v5.col,3.193707
1000,449228,3.835072,1000,1000,1,90,4.70134,1000,1000,simples_n1000_p90%_v1.col,4.161664
1000,449678,3.751963,1000,1000,2,90,4.651897,1000,1000,simples_n1000_p90%_v2.col,3.71273
1000,449857,3.713529,1000,1000,3,90,4.644335,1000,1000,simples_n1000_p90%_v3.col,3.713116
1000,449445,3.720848,1000,1000,4,90,4.672141,1000,1000,simples_n1000_p90%_v4.col,3.690681
1000,449707,3.719492,1000,1000,5,90,4.650298,1000,1000,simples_n1000_p90%_v5.col,3.74743
